order_id,customer_id,employee_id,product_id,quantity,amount
4087,2035,1098,3041,7,42077
4088,2266,1064,3030,10,18711
4089,2025,1025,3028,9,35202
4090,2251,1004,3004,2,7353
4091,2142,1065,3025,3,28369
4092,2293,1047,3020,2,17128
4093,2245,1072,3023,8,21194
4094,2179,1072,3042,1,49473
4095,2212,1041,3037,10,24380
4096,2077,1005,3035,6,39120
4097,2295,1086,3032,7,4471
4098,2163,1047,3024,8,38671
4099,2296,1024,3049,10,3782
4100,2225,1084,3020,1,39292
4101,2101,1048,3008,4,15902
4102,2114,1027,3017,6,20462
4103,2132,1007,3039,5,39601
4104,2200,1023,3017,3,4934
4105,2236,1082,3032,4,26607
4106,2070,1073,3029,8,25156
4107,2164,1076,3012,3,16212
4108,2097,1040,3009,4,13121
4109,2190,1085,3031,8,4390
4110,2172,1059,3031,4,42204
4111,2126,1026,3032,4,47664
4112,2138,1019,3012,10,5093
4113,2002,1099,3037,10,36957
4114,2261,1022,3024,1,28536
4115,2222,1052,3041,9,40379
4116,2241,1055,3016,5,33076
4117,2188,1054,3028,2,18566
4118,2148,1094,3026,4,20598
4119,2042,1097,3046,10,1426
4120,2104,1042,3004,3,1660
4121,2036,1026,3027,9,14230
4122,2240,1034,3007,5,45911
4123,2144,1045,3006,6,17448
4124,2059,1060,3039,4,41801
4125,2088,1041,3047,2,24453
4126,2020,1002,3032,3,32377
4127,2268,1097,3025,2,36743
4128,2187,1062,3014,10,22358
4129,2216,1097,3012,10,39382
4130,2170,1089,3039,8,42760
4131,2189,1026,3036,3,20683
4132,2025,1060,3019,6,29524
4133,2057,1012,3026,5,10150
4134,2248,1020,3039,8,26757
4135,2087,1059,3021,3,18056
4136,2125,1071,3003,9,35666
4137,2211,1069,3022,4,36793
4138,2163,1039,3010,4,4802
4139,2119,1091,3013,6,10027
4140,2087,1016,3045,1,26832
4141,2289,1002,3043,10,15082
4142,2296,1055,3044,1,13786
4143,2086,1043,3002,2,17836
4144,2223,1020,3021,2,20452
4145,2052,1053,3036,4,9026
4146,2108,1063,3021,9,24385
4147,2047,1030,3041,3,33546
4148,2077,1043,3030,6,26180
4149,2167,1071,3016,5,39360
4150,2059,1048,3049,5,21003
4151,2050,1025,3002,4,48640
4152,2012,1041,3047,7,36694
4153,2111,1022,3020,7,42544
4154,2188,1034,3047,3,14600
4155,2075,1085,3016,1,44108
4156,2253,1089,3040,1,27781
4157,2153,1056,3041,9,44470
4158,2092,1009,3014,1,25525
4159,2280,1012,3030,2,32548
4160,2049,1092,3031,6,18699
4161,2062,1043,3002,10,2854
4162,2154,1019,3022,1,41766
4163,2256,1082,3039,7,48605
4164,2289,1003,3049,10,45703
4165,2019,1079,3002,8,35517
4166,2264,1010,3006,10,33347
4167,2246,1024,3047,9,18529
4168,2208,1086,3023,5,3382
4169,2075,1003,3008,4,31150
4170,2212,1045,3017,4,5578
4171,2291,1005,3032,4,15782
4172,2069,1035,3044,8,7696
4173,2029,1086,3020,4,49531
4174,2200,1005,3038,4,34226
4175,2190,1013,3025,2,41576
4176,2189,1100,3015,5,37759
4177,2277,1098,3024,2,49994
4178,2117,1027,3035,2,12601
4179,2189,1028,3016,7,38170
4180,2198,1013,3022,4,9228
4181,2114,1062,3046,4,29340
4182,2011,1070,3039,2,31831
4183,2026,1031,3027,2,27852
4184,2176,1095,3005,9,9199
4185,2190,1048,3027,10,37263
4186,2041,1071,3021,7,17838
4187,2203,1074,3002,4,38066
4188,2085,1046,3018,3,14155
4189,2236,1003,3045,4,32335
4190,2196,1041,3040,4,45016
4191,2285,1021,3034,10,34610
4192,2189,1080,3038,2,29492
4193,2145,1039,3028,6,21793
4194,2094,1007,3024,8,1210
4195,2005,1066,3005,9,22221
4196,2082,1025,3026,6,48921
4197,2203,1016,3026,1,25614
4198,2285,1069,3006,2,40190
4199,2251,1015,3031,9,10741
4200,2083,1039,3015,6,40414
4201,2033,1079,3041,7,19764
4202,2224,1092,3026,6,20770
4203,2119,1089,3012,6,26657
4204,2073,1096,3044,2,27628
4205,2117,1055,3003,1,1487
4206,2084,1070,3012,7,17307
4207,2051,1035,3005,9,44745
4208,2214,1054,3004,7,22762
4209,2253,1006,3008,2,34004
4210,2154,1093,3018,1,36951
4211,2150,1071,3026,8,49868
4212,2131,1060,3004,2,13608
4213,2243,1002,3041,8,16852
4214,2227,1061,3001,1,8743
4215,2143,1076,3040,10,15764
4216,2043,1047,3037,4,32318
4217,2023,1054,3038,6,6322
4218,2049,1071,3008,6,34880
4219,2096,1097,3008,4,19183
4220,2095,1099,3011,10,24990
4221,2001,1092,3014,9,38838
4222,2053,1031,3023,9,3077
4223,2165,1022,3045,1,45269
4224,2125,1031,3041,8,48168
4225,2075,1010,3030,9,2330
4226,2009,1039,3001,2,36111
4227,2270,1030,3001,10,2408
4228,2180,1026,3027,7,9622
4229,2282,1047,3022,3,1136
4230,2236,1025,3035,2,28309
4231,2071,1070,3004,1,32731
4232,2066,1039,3036,2,8267
4233,2214,1080,3010,2,20539
4234,2236,1024,3005,3,37712
4235,2177,1083,3018,8,3391
4236,2181,1082,3041,1,46131
4237,2259,1085,3046,10,12862
4238,2124,1086,3012,10,11944
4239,2176,1089,3031,2,21401
4240,2293,1081,3038,2,14414
4241,2088,1090,3019,8,4236
4242,2257,1084,3001,3,34806
4243,2215,1049,3046,4,14229
4244,2272,1058,3015,8,40404
4245,2235,1020,3030,2,23303
4246,2096,1093,3001,4,23782
4247,2049,1100,3042,2,38568
4248,2018,1040,3035,1,42983
4249,2114,1093,3021,2,17558
4250,2074,1038,3045,7,34832
4251,2136,1049,3033,7,41437
4252,2231,1097,3031,8,1832
4253,2226,1078,3018,3,49806
4254,2145,1067,3010,3,37713
4255,2293,1033,3044,8,31380
4256,2177,1043,3038,1,44048
4257,2112,1029,3045,6,13054
4258,2011,1036,3050,3,37310
4259,2035,1067,3043,5,38825
4260,2139,1035,3016,8,21903
4261,2227,1011,3006,9,44470
4262,2237,1069,3009,10,30277
4263,2285,1036,3036,10,30574
4264,2279,1072,3043,8,14157
4265,2030,1064,3033,1,32909
4266,2127,1073,3014,9,47293
4267,2226,1032,3023,1,9166
4268,2260,1054,3027,1,44640
4269,2085,1022,3010,6,30271
4270,2142,1092,3037,10,14837
4271,2039,1050,3019,1,46884
4272,2166,1012,3020,2,40233
4273,2105,1084,3024,8,35169
4274,2025,1079,3046,5,1618
4275,2227,1030,3012,1,15353
4276,2261,1024,3035,9,3025
4277,2235,1004,3044,5,39589
4278,2065,1100,3031,7,49612
4279,2076,1051,3013,7,16677
4280,2237,1034,3014,9,33044
4281,2200,1071,3023,2,37560
4282,2222,1055,3036,9,29870
4283,2167,1033,3046,5,10584
4284,2258,1006,3014,4,11487
4285,2290,1066,3008,4,17316
4286,2300,1078,3025,9,24364
4287,2039,1043,3030,9,13612
4288,2197,1043,3034,4,18363
4289,2259,1019,3016,3,35233
4290,2048,1068,3046,2,5021
4291,2064,1008,3026,6,10824
4292,2298,1060,3002,7,13818
4293,2047,1046,3017,2,2266
4294,2060,1077,3010,6,45359
4295,2064,1073,3022,4,29415
4296,2016,1097,3028,3,8401
4297,2207,1052,3045,7,31927
4298,2273,1064,3018,7,33865
4299,2209,1051,3024,1,31124
4300,2119,1029,3015,6,35599
4301,2233,1017,3041,5,17227
4302,2034,1087,3036,9,16663
4303,2063,1021,3043,9,8068
4304,2128,1075,3021,9,46687
4305,2266,1058,3009,10,8246
4306,2284,1020,3035,4,22916
4307,2248,1015,3030,1,35238
4308,2091,1032,3043,3,12119
4309,2115,1049,3045,3,11881
4310,2151,1003,3016,10,22061
4311,2203,1029,3020,3,42405
4312,2029,1027,3032,4,29852
4313,2297,1069,3049,6,2257
4314,2039,1017,3035,5,6004
4315,2242,1075,3040,9,39415
4316,2280,1005,3036,1,33155
4317,2020,1037,3018,8,28752
4318,2021,1094,3048,8,43957
4319,2258,1066,3031,2,34959
4320,2163,1045,3031,5,7231
4321,2285,1002,3005,2,12615
4322,2291,1036,3010,6,23374
4323,2023,1051,3032,10,25089
4324,2188,1077,3033,10,1739
4325,2002,1080,3044,3,38732
4326,2219,1051,3050,10,45887
4327,2115,1087,3046,8,20621
4328,2162,1024,3048,8,26771
4329,2006,1024,3033,3,8070
4330,2105,1002,3040,6,9749
4331,2145,1056,3007,7,27510
4332,2036,1032,3029,3,15010
4333,2117,1005,3011,9,13989
4334,2292,1033,3029,10,28137
4335,2240,1004,3030,3,19135
4336,2237,1070,3030,2,4986
4337,2273,1075,3040,3,9264
4338,2108,1039,3011,4,37252
4339,2224,1037,3030,5,35003
4340,2263,1097,3043,9,14157
4341,2054,1024,3042,7,46170
4342,2218,1003,3017,8,46702
4343,2040,1066,3033,8,28962
4344,2176,1053,3040,8,13645
4345,2045,1020,3021,4,33460
4346,2190,1085,3049,10,31360
4347,2173,1092,3015,2,11234
4348,2273,1085,3021,7,29548
4349,2144,1016,3021,4,6589
4350,2130,1070,3044,8,28091
4351,2277,1032,3029,10,13719
4352,2008,1077,3012,3,43294
4353,2160,1009,3037,7,43066
4354,2149,1028,3027,4,26162
4355,2027,1009,3048,10,6183
4356,2014,1096,3016,10,31003
4357,2013,1055,3022,1,14809
4358,2281,1030,3016,10,15486
4359,2164,1022,3035,6,26790
4360,2073,1061,3039,6,10894
4361,2046,1024,3034,10,18610
4362,2236,1008,3035,10,35800
4363,2297,1033,3046,4,25628
4364,2283,1007,3028,4,36069
4365,2021,1054,3031,3,32339
4366,2001,1015,3013,2,7308
4367,2279,1001,3001,8,36204
4368,2011,1099,3045,5,21829
4369,2031,1018,3045,4,2018
4370,2048,1077,3041,7,27715
4371,2125,1011,3039,9,25768
4372,2145,1044,3041,6,27634
4373,2111,1014,3005,7,11148
4374,2291,1049,3031,6,36813
4375,2251,1083,3044,2,9355
4376,2111,1018,3043,8,25036
4377,2256,1035,3005,1,16645
4378,2098,1069,3005,10,1125
4379,2069,1089,3013,2,39206
4380,2221,1045,3046,8,4025
4381,2256,1044,3018,5,32417
4382,2221,1002,3050,10,9285
4383,2243,1076,3001,10,22353
4384,2141,1024,3036,9,26724
4385,2050,1020,3016,6,9277
4386,2038,1053,3009,4,13647
4387,2066,1023,3029,1,20085
4388,2158,1044,3048,7,8560
4389,2160,1074,3037,10,40598
4390,2135,1019,3016,5,4596
4391,2079,1032,3048,3,15667
4392,2023,1019,3030,4,5469
4393,2253,1078,3043,4,37926
4394,2057,1032,3047,6,26005
4395,2184,1019,3013,5,6974
4396,2143,1013,3022,4,48148
4397,2223,1030,3048,10,44541
4398,2049,1066,3003,4,37936
4399,2245,1015,3010,3,10271
4400,2228,1022,3003,7,38401
4401,2282,1078,3002,5,18637
4402,2017,1083,3046,10,14735
4403,2288,1037,3039,2,16437
4404,2290,1098,3023,7,7448
4405,2160,1081,3008,7,8843
4406,2145,1087,3023,3,36051
4407,2156,1008,3007,9,39435
4408,2018,1005,3045,2,36533
4409,2300,1069,3005,3,43803
4410,2300,1033,3042,6,34777
4411,2295,1064,3030,9,20901
4412,2011,1021,3004,10,33063
4413,2193,1098,3018,9,4006
4414,2172,1050,3009,10,14632
4415,2102,1097,3003,3,27973
4416,2263,1024,3016,6,18375
4417,2229,1002,3048,4,44390
4418,2068,1040,3036,3,12152
4419,2035,1054,3031,6,46450
4420,2185,1071,3044,4,13835
4421,2043,1069,3018,2,7197
4422,2176,1063,3033,6,15689
4423,2179,1008,3025,8,14427
4424,2285,1010,3035,1,3345
4425,2067,1021,3019,3,21221
4426,2178,1092,3035,6,48030
4427,2021,1018,3006,8,39972
4428,2172,1028,3001,10,13703
4429,2264,1027,3035,2,21291
4430,2082,1099,3039,6,24701
4431,2203,1081,3037,10,43034
4432,2017,1025,3040,5,38576
4433,2227,1019,3039,7,2465
4434,2129,1028,3038,10,35033
4435,2023,1012,3050,6,19370
4436,2286,1066,3041,3,40952
4437,2032,1073,3004,6,38266
4438,2298,1089,3009,10,43762
4439,2183,1031,3037,10,32764
4440,2105,1074,3011,8,47124
4441,2149,1040,3042,4,25276
4442,2099,1013,3011,2,7234
4443,2157,1046,3047,3,14208
4444,2067,1080,3016,9,48238
4445,2204,1023,3032,7,43770
4446,2164,1098,3016,8,5255
4447,2124,1022,3041,7,5311
4448,2046,1018,3042,9,25007
4449,2028,1024,3019,4,23210
4450,2154,1095,3025,9,14171
4451,2270,1038,3039,1,48690
4452,2084,1002,3041,3,39797
4453,2113,1023,3020,7,4085
4454,2279,1084,3001,1,19054
4455,2218,1032,3014,9,29157
4456,2171,1098,3032,10,30552
4457,2176,1040,3032,2,44587
4458,2086,1069,3003,10,25709
4459,2221,1082,3005,3,2352
4460,2284,1056,3034,9,41528
4461,2186,1043,3025,7,40244
4462,2177,1006,3003,8,33615
4463,2119,1046,3033,5,11549
4464,2145,1064,3022,1,42640
4465,2175,1047,3019,8,4440
4466,2190,1074,3017,4,15456
4467,2105,1089,3042,10,34638
4468,2252,1047,3036,1,10062
4469,2031,1013,3003,4,18174
4470,2114,1091,3030,10,17854
4471,2288,1017,3027,10,36608
4472,2266,1043,3034,10,6473
4473,2244,1055,3034,4,32498
4474,2184,1042,3027,7,29726
4475,2218,1049,3040,5,19812
4476,2210,1031,3044,5,23114
4477,2177,1032,3042,10,10454
4478,2180,1001,3044,10,8811
4479,2178,1094,3048,2,35463
4480,2023,1082,3024,7,29188
4481,2219,1097,3024,10,29667
4482,2057,1099,3037,3,39478
4483,2036,1088,3015,4,28212
4484,2104,1096,3036,7,13092
4485,2116,1010,3001,1,25087
4486,2053,1060,3049,10,15803
4487,2007,1094,3010,7,21922
4488,2252,1074,3010,9,30772
4489,2231,1039,3012,1,47376
4490,2100,1051,3035,2,36833
4491,2270,1015,3033,8,5944
4492,2084,1090,3028,4,24665
4493,2061,1095,3004,10,37632
4494,2073,1096,3020,4,41415
4495,2076,1003,3010,7,21592
4496,2007,1018,3025,8,29073
4497,2104,1039,3028,7,27352
4498,2171,1002,3016,9,38858
4499,2153,1025,3049,3,30202
4500,2074,1076,3017,7,32111
4501,2095,1041,3026,5,47613
4502,2141,1035,3001,9,22250
4503,2300,1091,3039,7,17134
4504,2112,1068,3009,5,35157
4505,2215,1028,3050,10,15807
4506,2028,1052,3048,6,17566
4507,2012,1088,3016,1,2325
4508,2201,1010,3007,4,26873
4509,2108,1093,3005,6,39779
4510,2165,1052,3008,2,32438
4511,2191,1093,3015,9,49370
4512,2259,1069,3043,10,48212
4513,2269,1043,3031,4,15057
4514,2193,1061,3039,6,12068
4515,2122,1018,3013,7,40056
4516,2034,1026,3005,2,39419
4517,2065,1054,3036,8,29582
4518,2186,1082,3023,9,28836
4519,2214,1038,3037,5,39878
4520,2188,1003,3006,1,10502
4521,2133,1025,3013,7,29328
4522,2101,1041,3005,7,17866
4523,2163,1063,3047,1,47070
4524,2234,1086,3032,6,17375
4525,2253,1010,3049,2,31904
4526,2113,1021,3004,5,13896
4527,2293,1071,3031,6,33894
4528,2162,1095,3001,4,32250
4529,2212,1075,3048,8,14306
4530,2016,1078,3030,2,36042
4531,2155,1052,3027,7,26162
4532,2251,1073,3009,9,18527
4533,2226,1079,3006,5,2858
4534,2289,1024,3013,5,29277
4535,2167,1088,3029,7,43250
4536,2267,1016,3031,10,30236
4537,2240,1046,3050,5,7496
4538,2167,1012,3001,7,26305
4539,2035,1059,3038,1,3703
4540,2040,1017,3024,4,40278
4541,2230,1048,3041,7,31751
4542,2128,1001,3025,1,40721
4543,2208,1064,3023,3,20519
4544,2290,1009,3046,5,24802
4545,2181,1098,3008,4,3917
4546,2295,1066,3014,4,20802
4547,2281,1055,3049,7,23016
4548,2227,1043,3019,10,48749
4549,2224,1042,3029,6,2990
4550,2018,1017,3032,1,6776
4551,2130,1035,3029,8,43986
4552,2255,1051,3042,4,11844
4553,2232,1067,3018,3,26760
4554,2102,1038,3017,3,44969
4555,2255,1041,3004,2,27597
4556,2061,1015,3031,4,16058
4557,2272,1025,3023,9,40300
4558,2194,1009,3039,9,48496
4559,2218,1091,3029,1,11724
4560,2256,1100,3005,6,18374
4561,2275,1054,3014,7,38350
4562,2148,1077,3015,6,1914
4563,2059,1006,3045,9,49034
4564,2158,1093,3039,10,25983
4565,2033,1032,3021,10,48299
4566,2291,1098,3031,2,7647
4567,2160,1046,3049,3,40929
4568,2232,1027,3013,8,24198
4569,2287,1068,3050,10,14897
4570,2013,1003,3049,4,5863
4571,2283,1037,3038,8,45996
4572,2182,1064,3028,4,24881
4573,2253,1070,3043,1,48327
4574,2048,1065,3001,6,40348
4575,2014,1045,3001,9,6525
4576,2278,1067,3032,4,22897
4577,2043,1030,3016,6,3934
4578,2056,1071,3031,4,25501
4579,2173,1016,3010,5,32367
4580,2090,1093,3032,2,33672
4581,2120,1007,3007,5,8927
4582,2102,1048,3048,3,25498
4583,2246,1020,3036,8,39579
4584,2049,1096,3031,10,7329
4585,2011,1015,3003,2,13555
4586,2203,1046,3003,9,44867
4587,2219,1088,3004,2,1991
4588,2112,1034,3001,7,12390
4589,2191,1004,3021,4,22337
4590,2175,1095,3018,1,20877
4591,2122,1004,3015,10,29146
4592,2251,1047,3020,2,46166
4593,2114,1041,3024,2,27524
4594,2032,1024,3027,2,2494
4595,2167,1076,3028,9,49985
4596,2020,1068,3029,3,21665
4597,2080,1006,3011,10,40187
4598,2182,1090,3042,7,12995
4599,2207,1056,3008,6,13192
4600,2228,1058,3014,2,42369
4601,2108,1071,3007,2,30379
4602,2080,1067,3008,4,24396
4603,2122,1088,3005,2,43923
4604,2018,1010,3026,3,35350
4605,2024,1090,3002,8,44851
4606,2143,1004,3002,2,25074
4607,2282,1021,3025,9,42820
4608,2224,1089,3041,7,36788
4609,2211,1053,3048,7,14694
4610,2105,1052,3026,4,10349
4611,2205,1091,3016,9,16246
4612,2271,1009,3049,9,45746
4613,2130,1084,3037,6,37206
4614,2162,1022,3044,5,13905
4615,2236,1071,3037,9,10728
4616,2135,1056,3032,7,19048
4617,2273,1075,3033,1,17392
4618,2005,1049,3044,10,29424
4619,2295,1038,3008,1,32357
4620,2269,1054,3008,9,17558
4621,2098,1033,3019,2,5752
4622,2190,1004,3020,10,48974
4623,2242,1039,3021,2,22036
4624,2188,1003,3013,10,16343
4625,2135,1075,3010,7,6447
4626,2180,1049,3038,8,30127
4627,2182,1038,3002,1,13227
4628,2114,1021,3042,5,3154
4629,2251,1090,3036,1,44319
4630,2268,1043,3022,4,17813
4631,2250,1036,3038,8,3663
4632,2183,1051,3047,1,1580
4633,2060,1037,3011,8,29663
4634,2064,1059,3002,2,18020
4635,2244,1037,3016,1,37518
4636,2076,1063,3027,7,23175
4637,2225,1051,3019,2,13720
4638,2216,1090,3033,9,15845
4639,2181,1082,3001,4,23629
4640,2070,1004,3005,8,2941
4641,2298,1036,3030,2,22688
4642,2015,1066,3002,7,10787
4643,2174,1014,3028,5,20171
4644,2296,1055,3010,4,41454
4645,2255,1050,3050,4,10718
4646,2166,1018,3024,10,10713
4647,2166,1033,3028,7,28484
4648,2021,1025,3011,8,29744
4649,2197,1021,3004,9,36222
4650,2173,1079,3017,1,20751
4651,2213,1062,3048,10,2039
4652,2239,1096,3033,6,21827
4653,2071,1023,3016,5,13221
4654,2226,1046,3040,5,14850
4655,2284,1030,3007,2,7004
4656,2108,1090,3009,2,25122
4657,2077,1078,3021,4,18235
4658,2100,1073,3035,10,17525
4659,2145,1046,3044,1,48693
4660,2090,1043,3044,5,40599
4661,2271,1037,3048,1,20165
4662,2149,1039,3015,2,2568
4663,2190,1003,3001,5,30920
4664,2161,1089,3040,5,26185
4665,2226,1075,3037,5,48639
4666,2043,1003,3038,8,31115
4667,2188,1002,3043,7,33063
4668,2091,1070,3016,1,24132
4669,2123,1066,3040,4,11272
4670,2049,1073,3008,10,16184
4671,2171,1060,3042,9,3540
4672,2089,1043,3017,4,31185
4673,2267,1098,3027,2,34405
4674,2006,1031,3026,1,40328
4675,2271,1093,3014,5,20546
4676,2234,1006,3037,7,48828
4677,2234,1039,3032,3,14698
4678,2032,1076,3026,5,4388
4679,2139,1089,3038,9,9184
4680,2025,1013,3002,4,5536
4681,2255,1004,3002,5,49422
4682,2216,1094,3003,8,45195
4683,2004,1024,3022,6,13379
4684,2179,1018,3047,9,46125
4685,2010,1056,3020,2,17907
4686,2252,1057,3015,6,33043
4687,2244,1024,3029,8,34200
4688,2140,1042,3038,9,39250
4689,2188,1082,3040,10,7578
4690,2011,1064,3031,7,1957
4691,2095,1052,3040,9,28010
4692,2202,1007,3039,9,17842
4693,2262,1085,3001,5,25981
4694,2257,1085,3027,10,34096
4695,2148,1026,3005,7,31685
4696,2085,1095,3018,6,24298
4697,2058,1044,3026,10,32192
4698,2057,1032,3037,7,11877
4699,2114,1088,3028,5,18895
4700,2005,1012,3012,4,14583
4701,2188,1040,3049,8,46741
4702,2056,1085,3020,9,41421
4703,2267,1061,3027,9,36511
4704,2094,1092,3038,8,24801
4705,2267,1019,3038,4,22629
4706,2228,1087,3019,1,12002
4707,2054,1001,3017,8,45622
4708,2174,1048,3021,4,6563
4709,2190,1072,3035,5,39592
4710,2020,1054,3001,7,13528
4711,2271,1014,3024,5,39476
4712,2118,1068,3015,5,31010
4713,2262,1001,3041,7,27951
4714,2104,1003,3050,3,28935
4715,2183,1078,3011,5,31699
4716,2052,1007,3004,6,10756
4717,2004,1026,3011,3,33856
4718,2083,1046,3044,6,49008
4719,2057,1007,3008,6,27697
4720,2030,1023,3040,3,13213
4721,2071,1055,3033,5,39497
4722,2159,1068,3041,8,11560
4723,2107,1051,3022,7,49499
4724,2081,1014,3015,7,32901
4725,2028,1091,3037,1,33948
4726,2152,1058,3020,2,34406
4727,2189,1057,3045,6,47402
4728,2234,1035,3014,5,24824
4729,2204,1049,3008,10,34377
4730,2051,1061,3002,8,24193
4731,2112,1095,3045,9,16014
4732,2174,1088,3012,3,43772
4733,2168,1027,3023,2,9188
4734,2291,1022,3029,6,39742
4735,2037,1074,3023,7,5433
4736,2184,1012,3021,8,23726
4737,2263,1085,3001,6,44925
4738,2279,1036,3019,9,1469
4739,2257,1015,3034,6,14124
4740,2034,1089,3011,6,18594
4741,2263,1027,3029,4,23877
4742,2108,1093,3005,7,43082
4743,2205,1045,3042,5,47750
4744,2029,1071,3028,6,48004
4745,2009,1030,3015,1,40981
4746,2149,1015,3020,7,14031
4747,2169,1090,3010,10,45596
4748,2284,1048,3020,7,47978
4749,2135,1079,3009,9,3109
4750,2274,1076,3002,5,3557
4751,2249,1003,3015,5,6371
4752,2001,1033,3009,5,44007
4753,2265,1016,3011,7,10578
4754,2198,1056,3032,7,12527
4755,2114,1072,3048,2,14950
4756,2073,1096,3044,9,3865
4757,2198,1022,3046,5,46209
4758,2142,1043,3005,9,37705
4759,2096,1006,3019,3,27347
4760,2068,1035,3050,10,34303
4761,2012,1024,3009,7,15774
4762,2179,1019,3021,1,17287
4763,2068,1018,3032,4,15656
4764,2127,1070,3033,6,4080
4765,2246,1005,3012,10,46786
4766,2046,1048,3007,5,20947
4767,2057,1030,3035,8,23999
4768,2001,1061,3050,3,47622
4769,2060,1026,3029,9,10189
4770,2130,1026,3048,5,2238
4771,2260,1085,3048,7,29973
4772,2149,1073,3050,2,42031
4773,2106,1060,3024,10,7034
4774,2237,1022,3045,6,8101
4775,2137,1009,3001,3,45871
4776,2056,1067,3044,9,35678
4777,2051,1060,3033,8,13855
4778,2145,1011,3005,3,29706
4779,2085,1095,3014,7,12997
4780,2202,1064,3050,9,2430
4781,2039,1048,3012,2,5934
4782,2021,1079,3003,9,2161
4783,2100,1081,3011,6,49152
4784,2098,1018,3031,9,20561
4785,2078,1027,3041,5,14665
4786,2254,1074,3043,1,11554
4787,2250,1076,3006,9,45588
4788,2283,1012,3035,2,36696
4789,2233,1096,3044,9,35967
4790,2042,1017,3002,5,2346
4791,2012,1057,3036,7,38324
4792,2111,1091,3013,9,1490
4793,2088,1062,3025,2,35597
4794,2097,1016,3040,7,2096
4795,2241,1002,3026,9,14672
4796,2245,1034,3031,1,31633
4797,2196,1037,3048,7,47678
4798,2057,1020,3025,3,33250
4799,2009,1067,3005,1,26132
4800,2208,1025,3040,3,3702
4801,2112,1035,3027,3,33094
4802,2074,1082,3014,9,48203
4803,2288,1025,3018,5,38413
4804,2159,1044,3002,8,8318
4805,2094,1013,3032,6,4191
4806,2091,1047,3017,8,49132
4807,2298,1030,3012,8,23211
4808,2033,1019,3025,6,17412
4809,2192,1065,3005,2,42667
4810,2251,1057,3047,2,18839
4811,2183,1033,3016,1,35263
4812,2213,1084,3041,1,7294
4813,2262,1073,3004,6,40493
4814,2079,1042,3007,10,3287
4815,2038,1039,3010,9,14663
4816,2288,1063,3002,7,4700
4817,2163,1057,3029,1,8101
4818,2184,1036,3021,2,8517
4819,2193,1001,3040,6,32442
4820,2136,1051,3021,10,23622
